ts_utc,strategy,scenario,read_ratio,total_requests,planned_duration_sec,actual_duration_sec,throughput_rps,avg_latency_ms,p95_latency_ms,db_reads,db_writes,db_total_ops,cache_hits,cache_misses,cache_hit_rate,errors,wb_queue_max,wb_queue_avg,wb_flush_batches,wb_flushed_items
2026-04-30T08:09:06Z,cache_aside,read-heavy,0.8,8000,20.0,20.005957608000017,399.8808833225232,0.9517655007500707,1.695828000038091,3778,1600,5378,2622,3778,40.96875,0,0,0.0,0,0
2026-04-30T08:09:26Z,write_through,read-heavy,0.8,8000,20.0,20.00917119299993,399.8166602122303,0.9021822953762353,1.675599999998667,3143,1600,4743,3257,3143,50.890625,0,0,0.0,0,0
2026-04-30T08:09:47Z,write_back,read-heavy,0.8,8000,20.0,20.00002554699995,399.9994890606537,0.7827044976253603,1.6107480000755459,3143,1600,4743,3257,3143,50.890625,0,35,12.031990521327014,88,1600
2026-04-30T08:10:07Z,cache_aside,balanced,0.5,8000,20.0,20.016137643000093,399.67750735355804,1.161181999251113,1.9143370000165305,2995,4000,6995,1005,2995,25.124999999999996,0,0,0.0,0,0
2026-04-30T08:10:27Z,write_through,balanced,0.5,8000,20.0,20.02149354900007,399.57059049670863,1.0726419118745127,1.8846709999706945,1999,4000,5999,2001,1999,50.025,0,0,0.0,0,0
2026-04-30T08:10:47Z,write_back,balanced,0.5,8000,20.0,19.999922925999954,400.00154148594135,0.7381189243744757,1.6317120000621799,1999,4000,5999,2001,1999,50.025,0,70,28.3781695242695,141,4000
2026-04-30T08:11:07Z,cache_aside,write-heavy,0.2,8000,20.0,20.012466199999835,399.75083130933984,1.2917225589993393,1.8962019998980395,1416,6400,7816,184,1416,11.5,0,0,0.0,0,0
2026-04-30T08:11:27Z,write_through,write-heavy,0.2,8000,20.0,20.019634062000023,399.6077038783183,1.2428917593738618,1.9108669998786354,802,6400,7202,798,802,49.875,0,0,0.0,0,0
2026-04-30T08:11:48Z,write_back,write-heavy,0.2,8000,20.0,19.99884900799998,400.02302116485924,0.6653783499978374,1.4617090000683675,802,6400,7202,798,802,49.875,0,104,45.68806220460436,159,6400
